"id","profileName","text","date","title","rating","images","helpful"
"R25GHB22WRKXKG","Charak Bhardwaj","
  At first order, I received a used book with underlines and highlights. After returning, I got another one but it seems to me of low quality. The book is damaged and pages don't seem right. Also, there is no 3D hologram.So, how to confirm if the book is authentic?
","Reviewed in India on 10 November 2020","How to check if the book is authentic and not pirated?",3,"",0
"RJ1MHLMOLZDE5","Ronak Barhanpurkar","
  Very useful for all age groups.  Interesting and practical step by steo process to form habbits. Recommended for everyone.  Fo read it.
","Reviewed in India on 27 May 2021","One of the Best Book I have read",5,"",0
"R2J5FHI8DA8XWL","jeevan dongre","
  After reading this book I started hitting gym and developed new skills. It puts you in the right direction. A must read!
","Reviewed in India on 1 November 2021","The must read book",5,"",0
"RA3OQY005WMF5","Vishnu Mishra","
  This is phenomenal and has the potential to change your life if this taken as a cue and responded by building good habits to be rewarded with a fulfilling and successful life
","Reviewed in India on 5 October 2021","Excellent",5,"",0
"R3MX9LZ16CY2VK","Devesh Thakur","
  The book is written in 17 chapters,well structured with summaries at the end makes it a very practical book.I started small by reading one chapter during bedtime and eventually could finish in one week during long reading at weekends.Highly useful.
","Reviewed in India on 2 February 2020","Highly Practical Book",5,"https://images-na.ssl-images-amazon.com/images/I/714HckFQyrL.jpg",0
"R1F6MFT5ZDS12Y","Manish Chand Kaushik","
  It's an effortless read. There are so many things in the book that you would just relate to it. Each chapter starts with one real life example. Once the book is over you would wish for more.
","Reviewed in India on 28 July 2019","Very useful book",5,"",0
"R2H73C8ITJBP13","ATISH  DAS","
  One of the best books.... Must read.... There are some suggestions also in that book..... People always do what is helpful to achieve goals
","Reviewed in India on 3 November 2021","What is Habit?? And how to build habits to achieve goals",5,"",0
"R1IDJS7A2V00N7","K P Vineeth","
  One of the finest that I had ever read and I recommend everyone should have a look on this awesome content
","Reviewed in India on 8 March 2021","Excellent book",5,"",0
"R2NBBY2MTKF3QH","Jay Marvania","
  all about habits. Loved the author’s way of going through this book. And whatever he talks about is very practical too. I loved his website as well.
","Reviewed in India on 12 January 2020","Worth reading",5,"https://images-na.ssl-images-amazon.com/images/I/71og6nGacwL.jpg",0
"RQ0H39LM1MXO2","Dr. Niraj Upadhayaya","
  It is a great book and argues quite convincingly. It is very useful and practical. I should have read it earlier
","Reviewed in India on 9 January 2021","A practical book on forming and sustaining habits.",5,"",0
"R264MVA5LVEP0","Amit Tripathi","
  One of those books that is worth spending time on purely for personal reasons. For everyone there will be many takeaways from the book given the vast framework that it covers, but overall it does provide very specific pointers on how an individuals can use habits to their advantage.
","Reviewed in India on 26 April 2020","Really great read",5,"",0
"RJVEY28O1MJZE","Javnil Narola","
  Honestly i was waiting for this book from last one week and also to good for having this book, i think it's really to much helpful for having good habits and stop bed habits when i read first 4-5 pages i realized that we should build good habits too....
","Reviewed in India on 31 May 2021","Why you getting this book....",4,"https://images-na.ssl-images-amazon.com/images/I/81crXhB6LuL.jpg",0
"R1O99S76HV9JFM","Vishnu","
  Practical and plausible explanations to mundane everyday activities and how they always seems to follow the rule of cue, craving, response and reward routine with just enough anecdotal evidences to convince me.
","Reviewed in India on 23 May 2020","A good read",5,"",0
"R3A1Z2UJYWQMNK","Annu Singh bhadouriya","
  If you struggle to make Habits and always procastinate Things... This book really made for You... Best Book on Habits But Books is like a mentor it only gives you a direction but you have to work in that direction..
","Reviewed in India on 14 August 2021","Best Book on Habit Making",5,"",0
"R1XMUHLZ0RZD2B","DAN SINGH","
  Very basic book that will change your life and help on decision making.  But quality of paper could improve.
","Reviewed in India on 12 December 2020","Simply amazing",5,"",0
"R2ZPQH5LIEDQIS","Hariharakumar","
  This is the one and the only book you need to change your bad habits and create new habits if you want to be successful. I highly recommend this book for everyone
","Reviewed in India on 21 March 2021","A must have book for everyone",5,"",0
"R2J3RSXX7N8R1N","Sameer M","
  Just go for it. Life changing book - very important to start understanding how your mind works and how you can trick yourself to doing what you want to.
","Reviewed in India on 4 March 2021","Worth every penny",5,"",0
"R1IYUWPSYP4PAH","Madhuri Gutta","
  If one is at crossroads not knowing what’s wrong and deeply desire to change, then this book is a must to read. It is so scintillating and enlightening with vivid explanations.
","Reviewed in India on 12 October 2019","Unputdownable",5,"",0
"RHPYWOBC8U7P8","Raja Kannan","
  ""Failures are simply the lack of disciplines & Errors in judgement over a time"" - A Jim Rohn quote. Just i look for some practical methods enough to build new routines, I found this awesome book.. Good Practical Guide"" book for self development minds
","Reviewed in India on 4 January 2019","Superb one",5,"",1
"R3LJJAC27SAK4R","rahul thakur","
  The book is well narratedLittle technical in terms for those who are not well versed.Easy techniques to follow
","Reviewed in India on 29 May 2021","Life guide",5,"",0
"R1UEKUUNOSW1VT","Sakshi","
  I started reading this book as a recommendation from someone. But after finishing it i must say even if you can remember a brief summary of it and apply that in your daily life you will be a better person than you are right now.
","Reviewed in India on 28 May 2021","Read it only if you want to be a better version of yourself",5,"",0
"R2OV9QO9KFFL97","Pranav","
  Simplifies science to the level of wrong. Lot of material seems forced to add up to a book when the author doesn't really have much to say.Very superficial. Hard to follow if the adviser is objectively wrong.
","Reviewed in India on 11 March 2021","Just another run of the mill Self help book.",2,"",0
"R39ZL2BYPS7OA9","Mrs. Neetu Agrawal","
  This book had me thinking actually about all the choices which I was making on day to day basis . I am super happy to read this book and I am actually applying the concept in day to day life . It’s a must read
","Reviewed in India on 28 June 2020","Excellent book",5,"",0
"R1IZ2TDNXEVVKX","Vijay Infant Raj","
  One of the best and must reads for the anyone who wants to improve their lifestyle out there.Sssh..... a secret...Get 1% better everyday.
","Reviewed in India on 21 December 2020","One of the Best Self-help books.🖤",5,"",0
"RC5OE2TAU542F","Siddharth.D","
  The quality of book is good the stich and it's delivered as seen in the pictureAbout bookMust read book sure will help you..
","Reviewed in India on 23 August 2021","Improve ur productivity",5,"",0
"R307ORZG03AM55","Kindle Customer","
  A very practical guide to adopting good habits and leaving the bad ones. It seems as if the writer really wants his readers to learn and understand about habits. All the theoretical concepts have been simplified to apply practically in real life. All in all one of the best self help read.
","Reviewed in India on 15 April 2020","Hack for Habits",5,"",0
"R35SE2AYB61OMV","swarnika p.","
  The pages of the book looks like the one sold in pirated bookshoops.  The print is bad .
","Reviewed in India on 5 May 2021","Print is bad .pirated version.",1,"",1
"RJD9GCDL1K987","Shreosi Chakraborty","
  An engaging book with real-life examples. It beautifully explains how we can achieve step by step improvements in our habits. The interesting part about this book, is its graphs ,tables and other sorts to make u understand the 4 laws.
","Reviewed in India on 2 August 2021","Worth reading!! Best book I have ever read about productivity and habits",5,"https://m.media-amazon.com/images/I/D1ZuM565iBS.jpg
https://m.media-amazon.com/images/I/D1ac5YV-TZS.jpg
https://m.media-amazon.com/images/I/D1ap7cifOOS.jpg",0
"R3QON0QI6LNBYM","amna","
  Worth my time. If you want to change your life for good then this book should be on your list.
","Reviewed in India on 26 June 2021","Brilliant",5,"",0
"R1HCREPHIWZ7I1","Avinash Karakavalasa","
  The book provides a solution to most of the common myths or problems that people face on days to day basis. Either they swallow the guilt or be unhappy, but this book is very helpful in shaping one's life towards a better pathway.
","Reviewed in India on 22 August 2021","Excellent",4,"",0
"RAW1X27IHY08V","Veera","
  The laws and the tools which the author discusses makes absolute sense and instead of just explaining the law, the author makes a point to illustrate how those laws can be applied to our lives. Thoroughly enjoyed the book.
","Reviewed in India on 7 June 2021","Excellent book on atomic habits and productivity.",5,"",0
"R1EQ2JCPMU8NEH","SHEKHAR BAROTE","
  Awesome book....Teaches a lot of ways to build good habits and implement them effectively.....Arrived in good condition and nice quality
","Reviewed in India on 8 August 2021","Great book for building good habits",5,"https://m.media-amazon.com/images/I/D1wiQddl1GS.jpg",0
"R2DPW7I245Z8J7","Deepthi vikram","
  Loved this book .. really it's can bring changes in your lifeIt's worth every pennyHappy with the product also😊
","Reviewed in India on 2 June 2021","Awesome book",5,"",0
"R1XAHP78QSP0OY","Raj Kannan P","
  Wonderful piece of knowledge. It will guide us towards success. Thanks a lot. Very useful in everybody's life. Fully enjoying while reading
","Reviewed in India on 31 May 2021","Great book. Small habits are going to give big chest change. Everyone must read this book",5,"",0
"RFIY3I6LJLOOF","Shhonkho Chakrabortty","
  If you buy this book, it will be a good investment for making your future fruitful.So don't waste time, just order for it.
","Reviewed in India on 28 July 2021","Excellent book",5,"",0
"R2QT0KX56MM2GC","Murali Sundararaju","
  By far the best book I have ever read. I feel this book should be part of school curriculum. Kids are sharp at picking habits. If Parents, teachers and kids are aware of the power of atomic habits, human potential in all areas of life can reach heights we can't imagine. James Clear is the best!
","Reviewed in India on 6 September 2020","Must for Parents, kids and teachers ...",5,"",0
"R2HPUPF03YZC3M","Mohd A.","
  Like just started reading this book and it has started giving goosebumps to me. Well written and well-versed and definitely a life-changing book for youngsters like us. You should just invest this amount on you and get yourself a gift of this book. Must read book.
","Reviewed in India on 8 December 2020","This book is next level",5,"",0
"R19ZYV6CDY77O0","Amazon Customer","
  Most practical book ever written. It can transform you the way even you cant think. Just follow all the tools and techniques honestly and dont lie to yourself.
","Reviewed in India on 24 February 2021","Most practical book ever written",5,"",0
"R1DQEH9GOQBHP3","Sunder raj","
  The author is crisp and compact o  delivering his knowledge. Straight to the point.
","Reviewed in India on 14 May 2021","A Real Life changing book",5,"https://images-na.ssl-images-amazon.com/images/I/A13t0ZFNHjL.jpg",0
"R27LN289L4YZMS","Praveen Mishra","
  Paper and print Quality is extremely bad and there is no Return Policy so think twice before you buy.
","Reviewed in India on 18 September 2021","Paper and print Quality is extremely bad.",1,"",0
"R3UTIBDZ0S9VDF","Amazon Customer","
  The topic is laborious but important - being the best version of one's self. Mastery is through improvement and doing good things repeatedly. The author's style of writing is easy to understand, the examples of people relatable and he consistently highlights what we all struggle with in life. A good read.
","Reviewed in India on 2 May 2020","Actionable. Insightful. Succcinct and impactful",4,"",0
"R3DAYFXUM73SWC","Nadeem","
  I seriously don't have words to describe how outstanding is this book is. Its a amazing book for anyone if one wants get a better understanding of your habits and how to inculcate good habits in your life and how to discourage bad habits to be a part of your life.
","Reviewed in India on 26 July 2020","Must must read",5,"",0
"R3R1O898UN34P5","raja","
  This book helped me to improve my activities toward good things and motivated me to carry on my good habits.Nice book i refer to read this book atleast once. 👍
","Reviewed in India on 19 May 2021","Good",5,"",0
"R1XSZMY9TWOTPU","Deepak K.","
  I will give 5 rating bcs of real life examples given by the book nd they are really helpful in practical also.I am creating new habits like weight loss exercise meditation reading etc nd it is easy with the help of this great book..
","Reviewed in India on 5 April 2021","Tool of mind",5,"",0
"R1K8D34BPQBE3U","Lucky","
  Its not original but apirated copy with worst kind of printing
","Reviewed in India on 18 October 2021","Pirated second hand copy",1,"",0
"R12R9V7RWFGC2D","Jay","
  This book will help you build good habits and break bad ones, it contains good stories and scientific methods to help you achieve you habit targets. Do give this a try and it could be life transformational.
","Reviewed in India on 19 October 2020","Really good self help",5,"",0
"ROFEDNBTUX7YO","Siva MP","
  It’s a kind of handbook. You have to refer now and then and keep learning and improving . The clarity of thought and confidence on what he believes is great.
","Reviewed in India on 2 July 2021","Great book",4,"",0
"R1OHG08LBPM6EB","Bruce wayne","
  This book is going to change your full day schedule, everything will become better & easier, Whatever your age is just go & buy this man.
","Reviewed in India on 7 August 2021","Attention here",5,"",0
"R2SYHXE4C9CVRR","Nagaraj Meesala","
  Paper  quality  is very very  poor.Unsatisfied.
","Reviewed in India on 21 June 2020","Book quality  is very bad.",2,"https://images-na.ssl-images-amazon.com/images/I/71+ElgZOVdL.jpg
https://images-na.ssl-images-amazon.com/images/I/71FZfJ9Le3L.jpg",1
"R179GSZS8PSR2T","Kaushik Sharma","
  The book provided information and techniques which can be applied in day to day life. They are small changes but have tremendous effect. A book which help shape my views .
","Reviewed in India on 9 July 2021","Very Practical book",5,"",0
"R1YX9GSQI772V0","sneha","
  The best decision in my life was this purchase !!! A game changer if u read it and apply it10/10 would recommend
","Reviewed in India on 30 July 2021","Amazing",5,"",1
"R1921BRMD4TRKH","Karan Rajpurohit","
  This book will surely help you nit only in your habit section but in various fields too. You will not regret reading this for sure :)
","Reviewed in India on 10 October 2020","Give it read!",5,"",0
"R2S5MVCMFDEMA3","Aravind P S","
  It all boils down to buildingHabits ---> Character ---> SuccessIt is simple and more practical which can be implemented day by day.
","Reviewed in India on 22 November 2019","Simple and Practical",5,"",1
"R22LAFLRJSV87K","Arivou","
  Fantastic book! James has put in a lot of research and explains in detail how to build habits which are sustainable. He also opens you up around things like how environment plays a big part in building good habits. Thoroughly enjoying it!
","Reviewed in India on 17 March 2019","Life Changing book",5,"",1
"RWJRUA10LWIOE","Vineet","
  Simply say  amazing book. And create availability to how we can change our habit in good ways. Before reading this book I couldn't think that it's so easy to creat a habit , not a habit a GOOD HABIT . MUST READ BOOK
","Reviewed in India on 15 July 2021","Amazing ,must read book, totally change your life",5,"https://images-na.ssl-images-amazon.com/images/I/B1OdgVfYpIS.jpg
https://images-na.ssl-images-amazon.com/images/I/C10kwUkyWmS.jpg",0
"R13DSPHLRFO0CI","Utsav Saha","
   Damaged book
","Reviewed in India on 17 July 2021","Not as expected frm amazon👎👎",1,"",1
"R3G2738I13CKGH","Shamita Sharma ","
  Read it, loved it. Helped me work my way out with some habits that I wanted to practice more. Breaks down the science behind habit formation very well, no false hopes going on in the book, which is great. Good read.
","Reviewed in India on 10 September 2021","Good read. Gives you actionable info. Not a game changer, but most certainly helpful",4,"",0
"R2Z0SSASEJTAL7","Vipul","
  The book is something you have to read at least once in your lifetime , its life changing
","Reviewed in India on 18 August 2021","A must read",5,"",0
"R1G45T8QYKPMK6","Sachin Patwardhan","
  It is the most effective and paradigm shifting book I have ever read till date. Highly recommended in this era when we voluntarily or in forced move after goals overlooking the needed mindset, environment and habits.
","Reviewed in India on 28 August 2019","Paradigm shifting",4,"",0
"R2F23A0QTOFMM6","Dharma Narayan","
  I was just spellbound with the idea construct and language of this book.It shows that author is sharing his experience not just preaching and creating false stories.Detailed bibliography and links to sources are making it authentic.
","Reviewed in India on 11 July 2020","Thought provoking",5,"",0
"R2EYSQ2QMDU0AF","Adarsh patel","
  I can assure You after read this book You feel like "" I can do anything now "" ... just once read trust me brilliant and excellence experience , Thank u to james clear sir for this book.
","Reviewed in India on 5 December 2021","So So amazing",5,"",0
"R2EM9LDB0TB94L","Nandagopal M.S","
  Personal favorite self help book,most practical ideas and methods,well explained with examples all in all the best investment made in my life...also thumbs up to Amazon for timely delivery and perfect product.
","Reviewed in India on 19 July 2021","Best decision in life",5,"",0
"RI6YXS8OD8XBD","Ishwarya","
  I like this book so much and i recieved it with no damage and it is worth your money you will like it but it if you want to learn
","Reviewed in India on 18 December 2020","I like it",5,"",0
"R23J8WQJVTXDAY","P","
  This book helps you understand the core of habit building. The reason I gave it five stars is that it has practical implications not just theories. I have put these principles to use and so far it's going really well.
","Reviewed in India on 1 February 2021","A real practical guide",5,"",0
"RI550950K1THC","Anupalmech","
  This Book Is Awesome 👍 and I am very happy to read this book!
","Reviewed in India on 14 November 2021","Must Read",5,"",0
"R3IJN04NBRAV8M","Chetan Heishnam","
  Just received 🤗 ... the packaging was torn but nothings wrong inside ... By the way nice masterpiece from Sir James Clear .. Never Regret buying this
","Reviewed in India on 13 December 2020","A book for the lazy people",5,"https://images-na.ssl-images-amazon.com/images/I/B138F6Y3VAS.jpg",0
"R2TNRWCV57LGXZ","Amazon Customer","
  Author has compiled the advantages of habits precisely and how we can use it in out daily lives,however sometimes the ideas feel repetitive.
","Reviewed in India on 12 October 2019","Lots of habit tips,sometimes a bit of drag",4,"",0
"R1PUBAOET2HHHL","Rahul","
  Life changing bookEvery one should read itJames clear enumerated concept of habitIn a lucid way .My vision about life has changed dramatically after reading this bookWonderful concept 👍👍
","Reviewed in India on 23 January 2020","Mind blowing concept of habits",5,"",0
"R2M3ZP7V2K06Z3","Manohar Dubbaka ","
  Liked the simple and lucid explanation. Already started seeing results by applying small changes to daily routine. Recommended reading for everyone who wants to keep improving.
","Reviewed in India on 24 December 2020","Worthy Read",5,"",0
"R1KLQMAG9Y4LDB","Madhuri","
  Just started reading heard good reviews about it
","Reviewed in India on 27 June 2021","Atomic habits",5,"https://images-na.ssl-images-amazon.com/images/I/B18t3WjUizS.jpg",0
"R2WR6ANNAC7QFG","Shivanshi Tiwari","
  The book is beautifully written by the author. It explains easier ways to create new habits.
","Reviewed in India on 9 September 2021","Wanna create good habits, read this book.",5,"",0
"RLY5Y0Y96OAI","rajesh khenwal","
  Amazing bookEach and everything in this book is well writtenNot only thoughts but usefull techniquesPractical ideas
","Reviewed in India on 29 June 2020","Very usefull",5,"",0
"R1VEC6DENCLZCX","Sur","
  Realistic. Precise. Bible for people who want to get organized and wants to deal with serious PTSD or anxiety problems. ""5 min rule"" is good but this is the best.
","Reviewed in India on 11 February 2019","Very helpful. Best money i spent",5,"",0
"R30GQKKSI5UN10","Satish pradhan","
  Paper quality is not value for money.
","Reviewed in India on 26 November 2021","Book is good, paper quality is bad",4,"",0
"R18GJOML6SRHPN","Sanket Tikam","
  I have heard from many people about this book and I was so ready to read it. There are many helpful ways and some working examples through which we can get the desired changes in our selves.
","Reviewed in India on 28 May 2021","A pratical and guideful way to acheive desired habitual changes.",5,"",0
"R2B1LEK7JEZ6WI","Akshay Dalve","
  Amazing book with lot of practical advices.Nothing superficial talk like motivation etc, just simple ways to get things done on everyday basis.
","Reviewed in India on 19 December 2021","No problem in packing and delivery.",5,"",0
"R38SGE80LDGN61","ash","
  Amazing book, life changing book and its highly recommended to all who are interested in self help. Legendary book,clarity, science and examples are truly worthy to call this book as one of the best in all time.
","Reviewed in India on 22 September 2020","Legendary book",5,"",0
"R21BLMSC38FTG2","Manjukalaivanan","
  Best book I have read good for every person to read.
","Reviewed in India on 22 August 2021","Worth the buy",5,"",0
"R3CJH9UL353FG","Amish Trivedi","
  Author has given good anecdotal evidence to bring home the ideas presented in the book. It gives a good starting point to develop good habits.
","Reviewed in India on 26 December 2020","Practical guide to forming good habits",5,"",0
"R1DIDC1DIHVCIJ","Subham","
  I really liked the practical approach and doable tips given in this book. One of the best self help books out there!
","Reviewed in India on 14 May 2021","Read this even if you are not a book lover",5,"",0
"R1LFWY9M48BLHL","Aviral Bharadwaj","
  James clear has done an outstanding work. Along with it read 5 am club too....... Combine the mantras of both the books.
","Reviewed in India on 3 June 2019","Book for reconstruction of oneself",5,"",1
"RVUS6KG7QYS3Q","Ashna","
  If you like reading books that will transform your life then this is it
","Reviewed in India on 20 November 2021","Must have",5,"",0
"RNUD1C9NG8GYK","Dr Abhijit Mohanty","
  Living these concepts will make a dramatic impact on your life. How to do that is convincingly explained by the author. Brilliantly written right out of his personal experience, and he does knows a lot about what we don't know.
","Reviewed in India on 1 August 2020","A LIFE CHANGING MANUAL",5,"",0
"R3NMMGX46KTEEQ","Tapan Arora","
  I will recommend everyone to read and follow the action plan drafted in the book.Easy to implement,  will got to know the science behind the habits.
","Reviewed in India on 3 February 2019","A must read, simple to execute",5,"",0
"R13BDUYAASFIW9","Saswati Chattopadhyay","
  Order arrived on time and in good condition, I have been wanting to read this book for a long time and it finally arrived!Check out the author's blog too.Recommended for everyone.
","Reviewed in India on 15 January 2021","An excellent book",5,"",0
"R254C8DLODBZA3","Amazon Customer","
  A book that gets to your core and has simple ideas that have incredibly life changing effect. It’s a must read for anyone and everyone. Even though you are not an avid reader, this book is a MUST MUST MUST read.
","Reviewed in India on 23 February 2021","Life changing",5,"",0
"RN5W41YRFX4BB","Sanjay Pant","
  Such a great book, really changed my Life for the better.
","Reviewed in India on 11 September 2021","Just Fantastic, Learned a Lot of helpful stuff from this Book!!!",5,"",0
"R3RJYCGHZR45OF","Krishna Jadhav","
  I am awestruck by reading this book. And made myself a promise that I am going to read this book 2 more time. Author is so fluent in describing ideas in this book that anyone can understand and apply easily. This book is total game changer for me.
","Reviewed in India on 25 November 2020","This Book is Game Changer",5,"",0
"R2KF4SZ15OZANN","Aditya Patnaik","
  if you understand what the author wants to convey, your life will be changed forever ! MUST READ
","Reviewed in India on 15 May 2021","EXCELLENT !",5,"",0
"R2E21GMU1YAQZH","Lokesh","
   Paper quality might have be improved
","Reviewed in India on 8 November 2021","Nice book",4,"",1
"R3OUKN8JQ0WMYN","Ravisekar","
  Nice book...my professor recommended me to read this book.Really,it changes a lot from each every aspect of life and many habit hacks are detailed clearly...Life changing book
","Reviewed in India on 12 July 2021","James clear is genius",5,"",0
"R2ZKRTZZGMDPG8","Maclean Lewis","
  Mach praise has been given to this book, in my opinion all of it is quite deserved. James does a brilliant job of putting down a lot of the ideas in an engaging easy to read book about a topic such as habit change than it has any right to be!
","Reviewed in India on 3 December 2020","Amazing book on habit change!",5,"",0
"R2FFB5XQ03Q2D5","Kirit","
  Great insights cover to cover. A must read for everyone who want to make success of their lives with steady habits.
","Reviewed in India on 13 December 2020","Awesome",5,"",0
"R6OKFRZHXDMDC","Vishal J","
  This was my very first book to be completed. Before this book I tried reading lot of books but never crossed 50 Pages. But Jason Was excellent when taking through each and every chapter that I didnt know that I completed Reading this Book.
","Reviewed in India on 7 August 2020","The best Books..if You want to build habits",5,"",0
"R2OB1AIDKEFX0M","Raushan Kumar","
  The book explains beautifully about how one can break or make any habit. It makes you understand about the abcd of habits. Must Read
","Reviewed in India on 11 December 2021","It's amazing self help book on habits. Must read",4,"https://m.media-amazon.com/images/I/81cjZNqSsmL.jpg",0
"R3MV9F54XY1585","Dinesh kumar","
  nothing interesting here just same old thing repet everything
","Reviewed in India on 1 January 2021","it's okay",3,"",0
"R2YMOKC7XY0OM5","Kandarp","
  Hits you hard on every page. Makes you think aboutvand observe your habits even if you don't consciously make the effort to change the bad ones.
","Reviewed in India on 20 March 2019","Incredible book.",5,"",0
"R1PV7KM6NT6UXF","இ","
  Again if you still do not like reading books, try this book you will like reading and will bring you out of your comfort zone before you even realize!
","Reviewed in India on 19 November 2020","My Second book!",5,"",0
"R3R9CR5KP3OWF","Dev S Parihar","
  Great reinforcement of things already known by most people. Narrated in in simple language with timely anecdotes. Good for people who want to build discipline.
","Reviewed in India on 26 September 2021","Great reinforcement of things already known",5,"",0
"R1YX4DH20AYCF1","Vivek B.","
  Definitely this is not the original print. Looks like pirated version. I would expect atleast better paper and print quality for the quoted price.
","Reviewed in India on 15 December 2021","Book is good but I am not happy with the paper quality.",2,"",0
"RMUTHCQG07WZT","Abhishek","
  It’s not just hype really a quality reading and practical tips to perform and understand changes in habits. It’s not bestseller it’s well written.
","Reviewed in India on 9 December 2021","Awesome read",5,"",0
"R3EFHTAUSWQYE0","Amazon Customer","
  Was delivered with good condition. Every one should must read this book once in a while. Especially If you want to tiny changes and remarkable results should go for it.
","Reviewed in India on 19 September 2021","Highly recommended to read once.",5,"https://m.media-amazon.com/images/I/C1Y+0XdFOHS.jpg",0
"R2LJVERNAW53UF","arijit roychoudhury","
  Truly useful, if u can follow what it says. That's a big if, but even if u focus on anyone point and follow it religiously, will effect a big change in your life
","Reviewed in India on 13 May 2021","Very useful",5,"",0
"R19DQB75OETE8Z","K Shetty","
  Must read . If you have come across James Clear's article then you will understand the quality to expect from his book
","Reviewed in India on 2 September 2019","Must Read",5,"",0
"R30R4E3HE55VIO","Bhavika suthar","
  This is the book which teach you to how to make new habit and forgot old ones.Because its importance to forgot old ones otherwise now new habit can be form.Must read
","Reviewed in India on 15 April 2021","Too good book for making new habit",5,"",0
"RXFNYVFJV5SGT","Shashank","
  The quality of the book is not very much worth the price
","Reviewed in India on 4 September 2021","Quality is very good",1,"",0
"R2HTAVVJGSMLBQ","Venkureddy remala","
  It is useful for students
","Reviewed in India on 23 August 2021","It is best book for reference to the students for their reference",4,"",0
"RZICYJT11NZZR","Book lover","
  It took me an eternity to cultivate a habit, but with this book, it happened in a matter of 2 days, thats how much effective are the teachings in this book.
","Reviewed in India on 31 July 2021","Loved the book",5,"",0
"R12QHKC2D5GM0C","Dr.Ravi Shirahatti","
  A good and very practical book on how to form and sustain good habits. Author quotes many real world stories to convince the reader about his argumnet. I have implemented already some of the ideas and have gained. Worth reading many times !
","Reviewed in India on 28 June 2020","Very practical compilation of good ideas about habit formation.",5,"",0
"R1P1035QRPFKA8","Renil","
  Now I understand why I was unable to continue with new habits that I started. This book helped me maintain consistency in my habits. Good for everyone.
","Reviewed in India on 22 July 2020","Very Valuable book for everyone",5,"",0
"R6GAWK4CQT09U","Chetan","
  This book is really awesome, it tells you about your habits and how to improve them bit by bit
","Reviewed in India on 21 July 2019","Must read book for every student.",5,"",1
"R1RWC0ICHQAZMY","Pranay Sharma","
  It actually is a very intuitive method to break down your problems to the very smallest parts and then build up in a bottom up approach. This is what Atomic Habits is all about. To climb a mountain, start wearing shoes first.
","Reviewed in India on 23 July 2020","Great primer to effective habit forming",4,"",0
"R3I30LWYSG61JR","Kamakhya Prasad Sahu","
  One of the best self-help Books those who want to build habits must read this book. Proven Methods and strategies are given in a clear precise manner.
","Reviewed in India on 27 July 2020","Best Book For Habit formation",5,"",0
"RGRJHD8OE3TSA","Abdeali","
  Everyone must read this book,  once at least!
","Reviewed in India on 24 June 2021","Must read",5,"",0
"R2A3RSPJGSXUJG","Raghuveer","
  It has changed my life. It has completely transformed since I read it. A must read..!!
","Reviewed in India on 6 March 2021","Having millions is worthless if you haven't read this piece..!",5,"",0
"R3L1V6XUOD7T8Y","Dharanidhar","
  Describes various tactics that can be used to tackle bad habits like procrastination and setup a good habit routine to be productive and achieve things that were not possible before. Some information is pretty basic which you might already know and are following it
","Reviewed in India on 2 February 2020","Nice book and an easy read",4,"",0
"R3A54C18SBM3JQ","Arshad","
  A must read book for everyone who would like to develop and maintain habits. The book has very interesting insights. I read slowly and took a lot of notes that I'd probably be referring to regularly.
","Reviewed in India on 1 July 2020","Excellent!",5,"",0
"R1F9GQL6WTSJMT","Vishwas Gowda","
  Author has done a good job to explain in a rationale manner on arriving at your goals and then developing them into reality in a series of step by step methods.
","Reviewed in India on 21 November 2020","Practical advise for developing habits",5,"",0
"R3Q01MO6O17PUF","pari","
  It literaaly has the power to change ur habits. Brilliant  read even if u dont like reading non fiction.
","Reviewed in India on 10 June 2021","Brilliant",5,"",0
"R3N0OQPGV4Q3AE","Ashwin Agarwal","
  James had given and covered everything up. From making, breaking, adapting and refining, James have shared each tricks and tips with sound proof examples and case studies. Definitely a book to cherish and revisit in future times to come.
","Reviewed in India on 3 July 2020","Definitely a life changing book.",5,"",0
"R351RL4TSPXSSJ","Deepak Kumar","
  So I not writing here about content of book. I will talk about quality of product - for this price paper quality is not as expected it very thin and not as good. Expected a better quality paper at this price.
","Reviewed in India on 19 December 2020","Quality of product is Ok. Better if you could get it from your nearest book store.",3,"https://images-na.ssl-images-amazon.com/images/I/A1Cyk25tOuL.jpg
https://images-na.ssl-images-amazon.com/images/I/A1PmsMJxDIL.jpg",0
"RM8M3W0HLZ6U4","Mansi","
  The book came a bit damaged otherwise the book is very good
","Reviewed in India on 8 October 2021","The book came in bad condition",4,"",1
"R31TJWL73FM74P","C P Jeya Kumar","
  One of the most powerful books I have read and it helped me to build my habits. I love to read this book again and again.
","Reviewed in India on 16 March 2021","Must read to understand how to build habits",5,"",0
"R3Q7ME2DSGK3KM","RATHEESH.R THYCAUD","
  After reading this book I can feel that tiny changes in doing things are moving forward with a little progress.
","Reviewed in India on 24 May 2021","Tiny Changes makes result",3,"",0
"R3IMES8P2OC3R","Snehal Patel","
  Just buy and start reading as it says tiny changes remarkable results and my book is not damaged a little it's perfectly new
","Reviewed in India on 14 November 2021","Nice packaging",5,"https://m.media-amazon.com/images/I/81CEj3mfuNL.jpg",0
"RL0TLOTVTVCF5","Yatin","
  Been reading for two days and already seeing improvement in myself. It is such a good book. Recommended to everyone.
","Reviewed in India on 7 December 2021","Awesome",5,"",0
